"GID","x","y","SSN","Site","Lat","Lon","Depth","C","N","P","K","S","Ca","Mg","Fv","V1","V2","V3","V4","V5","V6","V7","BP","CP","WP"
"E16914-S20246",1691302.08750743,-2024510.28328897,"icr023155","Macassangila",-13.397517,35.463245,10,9969,491,18.4,107,8,478,131,988797.6,-15.1291514470551,-13.4132582332797,-4.48617546888915,-0.13231000626012,0.832909122935103,1.2944134092903,3.01079142922818,0,0,0
"E16930-S20219",1692955.87868859,-2021804.70719861,"icr023254","Macassangila",-13.372998,35.477417,35,7387,547,10.7,53,7,335,87,991573.3,-15.7177317084249,-14.4899882205607,-3.9859943751203,-0.361564438539229,0.424333592412546,1.34822241317048,2.60302817510676,0,1,0
"E16930-S20219",1692955.87868859,-2021804.70719861,"icr023253","Macassangila",-13.372998,35.477417,10,24601,1990,26.9,191,18,549,111,972513.1,-14.0886598422889,-15.4839588848766,-3.34409512268794,0.977953688901362,0.40175452871163,1.5985682401972,2.51465245378222,0,1,0
"E16932-S20286",1693109.33945301,-2028581.23422807,"icr023195","Macassangila",-13.434472,35.481447,10,12489,546,116.5,124,7,560,175,985982.5,-14.4644322344283,-12.4259500694924,-3.04002513346225,-0.10326342431325,2.81198112395044,1.16315080980568,3.12998456011818,1,1,0
"E16939-S20264",1693851.03525863,-2026338.23254731,"icr023214","Macassangila",-13.414135,35.487403,35,3645,238,4.8,186,6,551,193,995176.2,-15.7101990560509,-11.3795619327953,-7.48422072676445,-0.393102766479948,-0.223143551314211,1.04904462024803,2.72884097077128,0,1,0
"E16939-S20264",1693851.03525863,-2026338.23254731,"icr023213","Macassangila",-13.414135,35.487403,10,8127,451,19.4,156,8,644,186,990408.6,-14.9346698911433,-12.3420122114298,-5.36004888065458,-0.305051473904627,0.885831524389445,1.24195205239115,2.89147979125053,0,1,0
"E16940-S20249",1693956.3856002,-2024811.59571677,"icr023233","Macassangila",-13.400288,35.487782,10,6788,344,7.7,127,7,292,128,992306.3,-15.6577137117728,-13.2402424118127,-5.40691042184934,0.294333273152888,0.0953101798043239,0.824723538348666,2.98226996898072,0,1,0
"E16940-S20249",1693956.3856002,-2024811.59571677,"icr023234","Macassangila",-13.400288,35.487782,35,3103,201,2.2,156,6,259,145,996127.8,-16.2935879194122,-12.1743055771921,-7.33836409989511,0.181131085011643,-1.00330210886379,0.580094319278963,2.7368197563893,0,1,0
"E16954-S20247",1695328.00610248,-2024672.41778895,"icr023314","Macassangila",-13.399045,35.500348,35,6813,337,4,119,6,556,150,992015,-15.6793007192277,-13.2616192918395,-6.96463010360382,-0.584436947728712,-0.405465108108164,1.31013300015433,3.00650490042131,0,1,0
"E16954-S20247",1695328.00610248,-2024672.41778895,"icr023313","Macassangila",-13.399045,35.500348,10,12888,640,15.5,164,9,610,177,985496.5,-14.7633115396165,-13.5557156351747,-5.33216543204031,-0.0704971776533334,0.543615446588982,1.23730922459353,3.00258374850309,0,1,0
"E16959-S20216",1695899.62869747,-2021552.38723134,"icr023333","Macassangila",-13.370752,35.504402,10,9583,574,40.2,193,7,481,176,988945.8,-14.7153924186279,-12.6116525628084,-4.52256571241046,0.363037520719024,1.74795684656966,1.00538327506761,2.8151165780242,0,1,0
"E16959-S20216",1695899.62869747,-2021552.38723134,"icr023334","Macassangila",-13.370752,35.504402,35,5277,330,14,200,7,443,183,993546,-15.2766757575093,-11.6959582060722,-5.8457080486603,0.165959205765195,0.693147180559945,0.884083617203713,2.77202037894514,0,1,0
"E16962-S20291",1696167.27359808,-2029045.6330206,"icr023273","Macassangila",-13.438727,35.509765,10,10366,602,69.6,168,9,775,236,987774.4,-14.3238188428778,-11.8897965530094,-4.15936947996903,-0.351430665839104,2.04553999000415,1.18903122432774,2.84602905344083,0,0,0
"E16962-S20291",1696167.27359808,-2029045.6330206,"icr023274","Macassangila",-13.438727,35.509765,35,5670,354,20.3,245,9,592,192,992917.7,-14.949118606331,-11.1636668978129,-5.60057099780662,0.194099959898876,0.813396308711523,1.12601126285622,2.77364748358802,0,0,0
"E16965-S20268",1696418.69310668,-2026717.00889694,"icr023293","Macassangila",-13.417607,35.511175,10,9601,542,22.9,123,9,435,182,989085.1,-14.9367406180828,-13.0534860118228,-4.4270102412682,-0.131003018419777,0.933912333223976,0.871339344011888,2.87435653725798,0,0,1
"E16965-S20268",1696418.69310668,-2026717.00889694,"icr023294","Macassangila",-13.417607,35.511175,35,3250,185,2.5,157,8,262,160,995975.5,-16.1695207666988,-11.7914223660686,-6.977314296268,0.139445040874628,-1.16315080980568,0.49317068852727,2.86605445024546,0,0,1
"E16975-S20269",1697493.97147642,-2026804.6416011,"icr023373","Macassangila",-13.418417,35.521103,10,16733,876,126,153,8,1416,254,980434,-13.8326657923936,-12.3996704168166,-4.02822230047279,-0.883069906319236,2.75684036527164,1.71825700723513,2.94977200555818,0,1,0
"E16975-S20269",1697493.97147642,-2026804.6416011,"icr023374","Macassangila",-13.418417,35.521103,35,6497,384,23.9,117,8,844,261,991865.1,-14.9008728807535,-11.482289372354,-5.45462088735929,-1.18359301838107,1.09443691725763,1.17363208727326,2.8284532582928,0,1,0
"E16978-S20251",1697781.15372245,-2025080.33083261,"icr023393","Macassangila",-13.40278,35.523077,10,5498,293,8.8,107,7,424,187,993475.2,-15.5740263985061,-12.2838330381186,-5.81105785685423,-0.586062058469892,0.228841572428847,0.818624838377372,2.93196705970812,0,1,0
"E16978-S20251",1697781.15372245,-2025080.33083261,"icr023394","Macassangila",-13.40278,35.523077,35,3491,202,2.9,176,8,325,151,995644.1,-16.0240158765959,-11.7478815269337,-7.02829953041637,0.168516180987671,-1.01473080468741,0.766545345514814,2.84967580970383,0,1,0
"E16981-S20297",1698052.14610457,-2029669.47490618,"icr023353","Macassangila",-13.444412,35.527352,10,8153,409,39.9,107,7,500,123,990661.1,-15.072782571314,-12.4971581055996,-3.79759832393819,-0.0842271279655122,1.7404661748405,1.40242374304977,2.99242608062011,0,1,0
"E16981-S20297",1698052.14610457,-2029669.47490618,"icr023354","Macassangila",-13.444412,35.527352,35,3962,290,17.2,166,7,291,126,995140.8,-15.5769197375192,-11.6085115896074,-4.80859378469724,0.624562259141125,0.898999234764092,0.837041360220015,2.61462330427798,0,1,0
"E16987-S20223",1698651.93543361,-2022248.93462825,"icr023413","Macassangila",-13.37711,35.529993,10,7580,503,114.7,225,8,782,252,990535.3,-14.264750259138,-10.745589813109,-4.11199701096292,-0.101557772369245,2.66287848245549,1.13242565303389,2.71267830853668,0,0,0
"E16987-S20223",1698651.93543361,-2022248.93462825,"icr023414","Macassangila",-13.37711,35.529993,35,4885,320,93.7,257,7,703,225,993509.3,-14.5985509087373,-9.78487358528179,-4.52480179320357,0.0873420382871792,2.59418804018906,1.13925648960624,2.72560356868311,0,0,0
"E17527-S7332",1752664.11412837,-733102.443975666,"icr041987","Morijo",-1.759308,35.774685,10,44498,3968,201,1440,9.8,3970,585,945328.2,-11.952394058857,-12.8222693395285,-6.56175390140809,0.397355589996398,3.02092252238255,1.91490952644938,2.41718205491934,0,0,0
"E17527-S7332",1752664.11412837,-733102.443975666,"icr041988","Morijo",-1.759308,35.774685,35,30294,2202,396,1650,9.3,4820,646,959982.7,-11.9588949096582,-10.8302076430916,-6.353207578689,0.252424943686563,3.75139981109527,2.00972970326204,2.62158363480435,0,0,0
"E17528-S7299",1752729.99862438,-729872.21161831,"icr042005","Morijo",-1.730332,35.775276,35,13686,702,4.5,263,8.1,7960,565,976811.4,-13.9947936277875,-11.9749127706564,-10.5005705251295,-2.95220391922864,-0.58778666490212,2.64535854769199,2.97019528748663,0,0,0
"E17528-S7299",1752729.99862438,-729872.21161831,"icr042004","Morijo",-1.730332,35.775276,10,16376,928,6.4,402,11.1,7020,634,974622.5,-13.6059429924372,-11.9288432192699,-10.0549424420913,-2.32528136353721,-0.550647117952662,2.40446954258263,2.87054039455493,0,0,0
"E17531-S7253",1753041.54865355,-725266.748308815,"icr042049","Morijo",-1.689052,35.778095,35,15144,1150,0.7,77.1,11.1,990,320,982307.1,-15.2123346437203,-16.1859533675086,-8.76936710940101,-2.129430712642,-2.76362005225702,1.12938394733486,2.57784247153186,0,0,0
"E17531-S7253",1753041.54865355,-725266.748308815,"icr042048","Morijo",-1.689052,35.778095,10,16672,1403,1.5,107,9.1,1070,307,980430.4,-14.9033861273899,-16.0111856161566,-8.41729711366173,-1.68537896636888,-1.80280930541464,1.24856617986875,2.47511786445063,0,0,0
"E17534-S7272",1753331.74084125,-727146.206611137,"icr042024","Morijo",-1.705958,35.780724,10,14262,1244,114,417,11.2,1470,219,982262.8,-13.5061425281298,-11.9577820655334,-4.51852050011598,0.395539716786079,2.32028467009345,1.90394594995628,2.43926666328912,0,1,0
"E17534-S7272",1753331.74084125,-727146.206611137,"icr042025","Morijo",-1.705958,35.780724,35,11833,988,115,386,7.4,1800,227,984643.6,-13.6757933790844,-11.5380037689051,-5.16777886453161,-0.00251625417532608,2.74345212815313,2.07059192640285,2.48296481963669,0,1,0
"E17552-S7320",1755181.93248636,-731970.266902115,"icr042062","Morijo",-1.74951,35.797489,10,20639,1342,2.7,498,10.6,2080,491,974936.7,-13.9981918838961,-14.1086765832404,-9.90202972053882,-0.834935340617817,-1.36760222810774,1.44367904490084,2.73302145127775,0,0,0
"E17552-S7320",1755181.93248636,-731970.266902115,"icr042063","Morijo",-1.74951,35.797489,35,15507,965,1.1,386,9.3,1610,436,981085.6,-14.5777340956317,-14.3010250989222,-10.5845965460039,-0.998246387037725,-2.13470422035489,1.30634721462947,2.77691871252516,0,0,0
"E17556-S7299",1755506.22124931,-729858.729610241,"icr042079","Morijo",-1.73061,35.800423,35,7914,670,6.7,149,12.4,8550,530,982167.9,-14.0871606611169,-10.9951641201797,-9.15676865565464,-3.56868004277163,-0.615588946214071,2.78080955538464,2.46911090956036,0,0,0
"E17556-S7299",1755506.22124931,-729858.729610241,"icr042078","Morijo",-1.73061,35.800423,10,13375,1119,10.3,227,10.6,6030,548,978680.1,-13.7269154930514,-12.1841148683316,-8.81222733821046,-2.65532519960126,-0.0287101058824319,2.39822700277322,2.48095186345228,0,0,0
"E17561-S7269",1756013.57061833,-726899.207247725,"icr042098","Morijo",-1.704128,35.805016,10,8516,718,9.5,165,8.3,5000,467,985116.2,-14.2101043369301,-11.5755445014903,-8.70645789530218,-2.86211426091007,0.135036283803943,2.37086393374734,2.47323245696515,1,0,0
"E17561-S7269",1756013.57061833,-726899.207247725,"icr042099","Morijo",-1.704128,35.805016,35,8215,638,9,122,12.3,6640,488,983875.7,-14.1551752704578,-11.1350294161089,-8.36671264165421,-3.46549439190229,-0.312374685042153,2.61055183661733,2.55537874712658,1,0,0
"E17562-S7246",1756189.13378554,-724531.630966679,"icr042116","Morijo",-1.68291,35.806606,35,20184,1254,1.1,160,7.9,1880,384,976129,-14.6914236567776,-15.6566374498018,-9.95703228396462,-1.96885759277427,-1.97155257966865,1.58838450323627,2.77855176912803,0,0,0
"E17562-S7246",1756189.13378554,-724531.630966679,"icr042115","Morijo",-1.68291,35.806606,10,32068,1930,3.8,381,11,2380,438,962788.2,-13.7423653753772,-15.1273369409837,-9.16057167143085,-1.00786926070816,-1.06289420606603,1.69263685628907,2.81033864526391,0,0,0
"E17569-S7299",1756863.11216812,-729863.162102512,"icr042153","Morijo",-1.730845,35.812714,35,8226,565,2.9,130,7.7,7500,458,983110.4,-14.5536157586701,-11.8938943482269,-10.2894620454967,-3.66032421043757,-0.97650959186721,2.79578911541022,2.67822941764393,0,0,0
"E17569-S7299",1756863.11216812,-729863.162102512,"icr042152","Morijo",-1.730845,35.812714,10,10716,799,4.4,158,8.3,7140,518,980656.3,-14.2062721699696,-12.2574794962678,-9.89533703949868,-3.36800702917151,-0.634650973878337,2.62349281307415,2.59613228489822,0,0,0
"E17575-S7247",1757452.95730545,-724641.4603618,"icr042189","Morijo",-1.684078,35.818054,10,69737,5280,10.7,655,19.6,4640,912,918745.7,-12.325666671716,-15.3394434405549,-8.82904024985742,-1.20554308629125,-0.605285824768611,1.62682965514597,2.58080492568409,0,0,1
"E17575-S7247",1757452.95730545,-724641.4603618,"icr042190","Morijo",-1.684078,35.818054,35,31001,2274,2.7,416,13.6,2510,764,963018.7,-13.5682784252254,-14.9515244574049,-9.90028061933838,-1.44223166456814,-1.61681801973172,1.18947024295931,2.61247906670104,0,0,1
"E17578-S7318",1757797.61384624,-731719.632492404,"icr042135","Morijo",-1.747637,35.821182,35,13812,1004,2.2,294,6.4,1470,336,983075.4,-14.67639584613,-14.3873059322275,-9.68871007925461,-0.966305895307144,-1.06784063000136,1.47590651980958,2.62154575825821,0,0,0
"E17578-S7318",1757797.61384624,-731719.632492404,"icr042134","Morijo",-1.747637,35.821182,10,22975,1636,7.2,412,8,1650,329,972982.8,-13.9488865217445,-14.6040724982339,-8.35841067645479,-0.369886545457584,-0.105360515657827,1.61247281612926,2.6421524300612,0,0,0
"E17581-S7272",1758093.42225523,-727149.305954723,"icr042170","Morijo",-1.706672,35.823856,10,13915,972,6.3,284,6.5,1950,222,982644.2,-14.4565875256292,-13.7896162492981,-8.34517584370285,-0.759579177679522,-0.0312525435041042,2.17290726968551,2.66136686949955,0,0,0
"E17581-S7272",1758093.42225523,-727149.305954723,"icr042171","Morijo",-1.706672,35.823856,35,10216,595,4.9,352,5.8,3490,323,985013.3,-14.4591418795659,-12.1867566150263,-9.88100790853011,-1.50083868000287,-0.168622712435793,2.38000469197382,2.84314899216675,0,0,0
"E17601-S7274",1760051.24568565,-727315.409748157,"icr042248","Morijo",-1.708445,35.841591,35,12764,790,2.7,319,10.1,10300,386,975428.2,-14.0353227638021,-12.1786134429994,-10.8821699984549,-2.65757498974269,-1.31928365083693,3.2840618047529,2.78235104193707,0,0,0
"E17601-S7274",1760051.24568565,-727315.409748157,"icr042247","Morijo",-1.708445,35.841591,10,18072,903,4.6,395,10.1,10700,357,969558.3,-13.7277793238971,-12.396747989086,-10.3753226157904,-2.25614281333046,-0.786479120352165,3.40026323867036,2.99639650473085,0,0,0
"E17605-S7299",1760411.39875077,-729884.758470605,"icr042228","Morijo",-1.73155,35.844856,35,9613,713,5.3,91.6,10.6,706,319,988541.5,-15.0041874606205,-13.7752311344564,-6.51178461707855,-1.50548289539448,-0.693147180559945,0.794424134708398,2.60139020765152,0,0,1
"E17605-S7299",1760411.39875077,-729884.758470605,"icr042227","Morijo",-1.73155,35.844856,10,29262,2464,9.9,184,16.1,2050,438,965576,-13.5939176338172,-15.0500464099494,-6.86787443445136,-1.50935694836435,-0.486284514849872,1.54337616175601,2.4745037002847,0,0,1
"E17605-S7329",1760439.07469987,-732843.606476348,"icr042208","Morijo",-1.758102,35.845112,10,30929,1757,2.5,506,9.4,2160,363,964273.1,-13.9218231944826,-15.3096639018479,-9.82358434809537,-0.527511430670549,-1.3244189574018,1.78346066641336,2.8680864458992,0,0,1
"E17605-S7329",1760439.07469987,-732843.606476348,"icr042209","Morijo",-1.758102,35.845112,35,15811,1117,0.4,379,7.1,1540,331,980814.5,-14.9407777722284,-15.5411158757107,-11.7096384819035,-0.878370123911767,-2.87638551592143,1.53741932003061,2.65005938024094,0,0,1
"E17615-S7250",1761418.62689482,-724976.204867892,"icr042265","Morijo",-1.687655,35.853977,10,10059,832,4.7,244,6.9,752,175,987926.4,-14.9799286101888,-14.1164785572708,-7.49220742791365,0.0230451023535236,-0.383958902887201,1.45795035002633,2.49239059431313,0,0,0
"E17615-S7250",1761418.62689482,-724976.204867892,"icr042266","Morijo",-1.687655,35.853977,35,6641,711,1.7,304,6.4,2130,449,989756.9,-14.8484895255467,-12.6357457949487,-10.720031732796,-1.67290257141135,-1.32566973930346,1.55685437096122,2.23434540373747,0,0,0
"E17816-S13058",1781544.18114805,-1305727.57259731,"icr005947","Chinyanghuku",-6.908367,36.086655,35,2335,174,2.7,58.6,10.1,661.7,315.6,996442.3,-16.0357483418368,-10.6712297360299,-7.22016302633433,-2.38448083002589,-1.31928365083693,0.740336692046295,2.59671187088847,0,1,0
"E17816-S13058",1781544.18114805,-1305727.57259731,"icr005946","Chinyanghuku",-6.908367,36.086655,10,3930,314,4.1,83.9,8.9,729.5,365,994564.6,-15.5314285126955,-11.6399053335559,-7.2804980084864,-2.01828503198843,-0.775064303027833,0.692462014380349,2.52700171895505,0,1,0
"E17821-S13030",1782046.4466986,-1302963.39622958,"icr005966","Chinyanghuku",-6.88353,36.09074,35,7319,533,9,167.7,9.9,1985,375.8,989600.6,-14.5810698128468,-11.5859485261878,-7.64032681451062,-1.88573281132906,-0.0953101798043257,1.66431710614193,2.61970756143538,0,0,0
"E17821-S13030",1782046.4466986,-1302963.39622958,"icr005965","Chinyanghuku",-6.88353,36.09074,10,8608,861,13.1,247.3,13.4,7212,380.6,982664.6,-13.815975136449,-10.98492885278,-8.27795020427288,-2.42461279238211,-0.0226424767497591,2.94175262946116,2.30235277797383,0,0,0
"E17821-S13083",1782065.1177319,-1308203.78854774,"icr005928","Chinyanghuku",-6.930703,36.091824,10,4259,347,6.2,209.6,11.1,946.8,224.7,993995.6,-15.1539381384924,-11.0591220096929,-7.14904161908529,-0.690134114560855,-0.582395816267242,1.43832169844855,2.50746488997635,0,0,0
"E17821-S13083",1782065.1177319,-1308203.78854774,"icr005929","Chinyanghuku",-6.930703,36.091824,35,2632,225,1.3,146.9,8.3,629.8,307.6,996049.1,-15.9616721810963,-11.2411725118782,-8.95461910821591,-1.35373472112629,-1.85389125033506,0.716602071035434,2.45939889024079,0,0,0
"E17831-S13011",1783040.07682307,-1301095.1568266,"icr005986","Chinyanghuku",-6.866802,36.099449,35,7923,762,17.5,166.4,35.9,11368,396.8,979330.4,-13.5173939890023,-9.8419310785755,-6.9575190398437,-3.17166815949319,-0.718536414564765,3.35512529436622,2.3415786452786,0,1,0
"E17831-S13011",1783040.07682307,-1301095.1568266,"icr005985","Chinyanghuku",-6.866802,36.099449,10,13994,1569,27.1,297.5,23.4,4551,333.3,979204.7,-13.3192662518382,-11.9293370634121,-6.34042686342053,-1.40186816369846,0.146797705521999,2.61405928270295,2.18819019257281,0,1,0
"E17849-S13060",1784823.20999174,-1305969.13782699,"icr006015","Chinyanghuku",-6.910832,36.116508,10,3662,395,4.6,177.7,11.3,985.8,323.3,994440.3,-15.1704767459116,-11.0557514638167,-7.67657491259736,-1.26724047148949,-0.898746422223246,1.11487280953989,2.22687896033333,0,0,0
"E17849-S13060",1784823.20999174,-1305969.13782699,"icr006016","Chinyanghuku",-6.910832,36.116508,35,3248,406,3.6,141.6,10.8,935,356.7,994898.3,-15.3124237389105,-11.2237718695968,-7.85578389291464,-1.61025150998763,-1.09861228866811,0.963651436923841,2.07944154167984,0,0,0
"E17852-S13006",1785126.19307499,-1300513.44018956,"icr006056","Chinyanghuku",-6.861752,36.118313,35,5322,498,34.3,198.8,12.2,2125,574.6,991235.1,-14.1281656963618,-9.67399521685948,-6.52829504410358,-1.98027776156974,1.03370940243268,1.30785293481333,2.36900437451298,0,1,0
"E17852-S13006",1785126.19307499,-1300513.44018956,"icr006055","Chinyanghuku",-6.861752,36.118313,10,8022,601,55.8,408.6,15.4,2222,643.7,988031.5,-13.5733693050941,-9.49661978921416,-6.413205846569,-1.1438738606088,1.28740635996768,1.23893019114101,2.59134811179479,0,1,0
"E17855-S13036",1785497.75224856,-1303599.55506995,"icr006035","Chinyanghuku",-6.889563,36.122227,10,3504,422,11.8,232.9,22,459.7,168.4,995179.2,-15.0503533926392,-10.7965026120742,-4.86288199257326,0.479194376377389,-0.622942921886697,1.00423200100396,2.11665513802027,0,1,0
"E17855-S13036",1785497.75224856,-1303599.55506995,"icr006036","Chinyanghuku",-6.889563,36.122227,35,2007,282,4.6,224.3,15.6,731.1,281.7,996453.7,-15.3789244203405,-9.69208607057458,-7.25255440319108,-0.69991273788929,-1.22121461076044,0.953707574416943,1.96248927785822,0,1,0
"E17857-S13091",1785631.94066632,-1309043.84714044,"icr005999","Chinyanghuku",-6.93858,36.1244,35,4084,544,13.9,159.4,10.1,1014,431.1,993743.5,-14.7617550264892,-10.8950128023089,-6.68663387747229,-1.48822460874392,0.319353416289433,0.85531810239804,2.01588293242861,0,0,0
"E17857-S13091",1785631.94066632,-1309043.84714044,"icr005998","Chinyanghuku",-6.93858,36.1244,10,6622,695,17.3,240.7,11,1344,366.1,990703.9,-14.3656667832436,-11.3736121671977,-6.71792402375418,-0.999423108478227,0.452811228705363,1.3004990009569,2.2542408725424,0,0,0
"E17869-S13083",1786890.84908094,-1308213.80969458,"icr006076","Chinyanghuku",-6.93122,36.1357,10,12617,1109,27.9,219.8,12.2,2460,301,983253.1,-13.8496327370503,-12.3376232247873,-6.20387682050476,-1.24850337713225,0.827190737088108,2.10080636417753,2.43158640257737,0,0,0
"E17869-S13083",1786890.84908094,-1308213.80969458,"icr006077","Chinyanghuku",-6.93122,36.1357,35,8798,909,19.8,197.1,13.1,2203,371,987489,-14.0675092169055,-11.7463400886165,-6.57002842765872,-1.56090016724897,0.413069707493383,1.78137328419491,2.26993460773119,0,0,0
"E17872-S13033",1787173.37519125,-1303250.46272583,"icr006101","Chinyanghuku",-6.88657,36.1374,10,10936,1085,8.9,426.9,13.6,5261,538.9,981729.7,-13.6450177824399,-11.502560565398,-9.14347274730942,-1.82649422926169,-0.424018516003912,2.27854637679136,2.31048011242923,0,0,0
"E17872-S13033",1787173.37519125,-1303250.46272583,"icr006102","Chinyanghuku",-6.88657,36.1374,35,4528,484,8,183.4,45.1,3949,344.3,990458.2,-14.2046539242524,-9.4881840905439,-6.74248082206962,-2.20746549061336,-1.7294407048288,2.43970429094217,2.23595071316639,0,0,0
"E17872-S13054",1787111.53490268,-1305325.31263518,"icr006086","Chinyanghuku",-6.90524,36.1372,35,9996,829,15.3,204,10.8,1161,289.4,987494.5,-14.3849893108733,-12.611089346877,-6.32513627652595,-0.79629525136608,0.348306694268215,1.38922716750051,2.48972013681955,0,0,1
"E17872-S13054",1787111.53490268,-1305325.31263518,"icr006085","Chinyanghuku",-6.90524,36.1372,10,15859,1212,15.3,239.1,11.9,1423,283,980956.7,-14.0538057464335,-13.4924191865823,-6.40907941595894,-0.659706895546258,0.251314428280905,1.61507570044661,2.57146527486934,0,0,1
"E17877-S13006",1787627.59697277,-1300527.06230457,"icr006122","Chinyanghuku",-6.862098,36.141056,35,2710,286,8,135.7,9.4,496.5,275.8,996078.6,-15.5156292931188,-10.6641388857214,-6.36378798217316,-0.863046079447311,-0.161268147596122,0.587907518126025,2.24871210305389,0,1,1
"E17877-S13006",1787627.59697277,-1300527.06230457,"icr006121","Chinyanghuku",-6.862098,36.141056,10,5724,563,8,243.1,11.4,633,200.8,992616.7,-14.9779221770717,-12.1838115143302,-6.41405901624411,0.059831849319754,-0.354171813720614,1.1481610343266,2.31914351253665,0,1,1
"E17895-S13016",1789461.0581293,-1301535.68727081,"icr006179","Chinyanghuku",-6.87134,36.1579,10,12241,1006,11.4,281.7,10.4,1035,516,984898.5,-14.1678120434423,-12.8709218374387,-7.33729913707737,-0.831032948860491,0.0918075492531241,0.696049940217907,2.49880890141583,0,0,1
"E17895-S13016",1789461.0581293,-1301535.68727081,"icr006180","Chinyanghuku",-6.87134,36.1579,35,14616,1234,13.6,281.1,10.7,1159,570.3,982115.3,-13.9634650652638,-13.1345832926613,-7.24414086395063,-0.94703344233552,0.239826051274147,0.709150305177259,2.47185589359251,0,0,1
"E17900-S13053",1789993.77024115,-1305268.83782857,"icr006152","Chinyanghuku",-6.904988,36.163395,10,12974,1180,33.7,316.9,11.6,483.7,188.9,984811.2,-14.2269230947126,-13.4544315326258,-4.52602230626365,1.02264729165946,1.066492739246,0.940247105321474,2.39743291631329,0,0,1
"E17900-S13053",1789993.77024115,-1305268.83782857,"icr006153","Chinyanghuku",-6.904988,36.163395,35,4426,414,20.5,185.3,9.8,193.4,139.7,994611.3,-15.380148064254,-12.0521760033096,-4.00339345633002,1.13775153843172,0.738042500467836,0.325263316756278,2.36938554678568,0,0,1
"E17902-S13079",1790172.48015945,-1307832.63739845,"icr006142","Chinyanghuku",-6.92808,36.16547,10,23289,2143,34.4,296.4,17.5,1501,220,972498.7,-13.4970469966816,-14.0435182619471,-4.95986630672683,0.0232960348082161,0.675855683449884,1.9202592852811,2.38577442960021,0,0,1
"E17902-S13079",1790172.48015945,-1307832.63739845,"icr006143","Chinyanghuku",-6.92808,36.16547,35,11258,1023,23.1,251.8,17.9,1042,202.8,986181.4,-14.1343635420668,-12.648184549828,-5.03070546397698,0.00193144886905827,0.25503190468104,1.63667695059628,2.39833950007235,0,0,1
"E17905-S13030",1790432.94228094,-1302981.52299741,"icr006164","Chinyanghuku",-6.88444,36.166988,10,32452,2585,61.2,357.2,18.2,2842,383.9,961300.5,-12.8476970388887,-13.5050695414056,-5.41317866132669,-0.672155746923027,1.21272559543553,2.00188120665029,2.53003656657243,0,0,1
"E17905-S13030",1790432.94228094,-1302981.52299741,"icr006165","Chinyanghuku",-6.88444,36.166988,35,10188,807,15.1,237.7,10.7,1288,343,987110.5,-14.2852367887831,-12.3475219104182,-6.72472836972965,-0.867648106286095,0.344451002353019,1.32311545949836,2.5356421678294,0,0,1
"E18083-S25356",1808216.95362576,-2535521.93995827,"icr049496","Ihassunge",-18.042857,36.797743,10,7192,536,8.4,24.8,6.5,907,208,991117.3,-15.5306750995513,-13.9300525369424,-5.31723967841708,-2.89558625482607,0.256429528947677,1.47260437041382,2.59659041508065,0,1,0
"E18083-S25356",1808216.95362576,-2535521.93995827,"icr049497","Ihassunge",-18.042857,36.797743,35,3637,252,6.3,18.8,4,979,186,994916.9,-16.1678946880899,-12.6347658049616,-6.09282404054218,-3.45195429538776,0.454255272277596,1.66078496881731,2.66948535747557,0,1,0
"E18084-S25291",1808345.36946844,-2529094.36695431,"icr049556","Ihassunge",-17.984253,36.795087,10,34317,3695,38,711,276,2110,1680,957173,-11.7095980666852,-11.503301398476,-4.47273730922242,-0.597379475059475,-1.98281470599076,0.227894154072808,2.22866030381148,0,1,0
"E18084-S25291",1808345.36946844,-2529094.36695431,"icr049557","Ihassunge",-17.984253,36.795087,35,6149,623,13.6,737,443,2590,2010,987434.4,-12.6724838816833,-6.78693086100593,-5.8976280828195,-1.39609186122797,-3.48349997730313,0.253523153640463,2.28949822716602,0,1,0
"E18085-S25338",1808415.95661003,-2533703.51250921,"icr049517","Ihassunge",-18.02627,36.798512,35,3115,248,43.4,33.7,5.4,246,89.4,996219.1,-16.0379589546318,-11.9628337721752,-2.2663486458151,-0.688211365775057,2.08406048753613,1.01221085375289,2.53055568505657,0,1,0
"E18085-S25338",1808415.95661003,-2533703.51250921,"icr049516","Ihassunge",-18.02627,36.798512,10,3907,276,56.4,37.6,5.8,283,94.5,995339.7,-15.7933929337503,-12.021976796281,-2.11658080844775,-0.65289978371244,2.27461124095164,1.09684706314354,2.65012422933792,0,1,0
"E18089-S25308",1808828.88148244,-2530712.53540718,"icr049536","Ihassunge",-17.998985,36.80058,10,1299,136,4.5,10.4,2.9,278,59.7,998209.5,-17.4966192988276,-12.6506842394696,-4.42456200277844,-2.30973852425248,0.439366659783845,1.53828909329208,2.25669513093455,0,1,0
"E18089-S25308",1808828.88148244,-2530712.53540718,"icr049537","Ihassunge",-17.998985,36.80058,35,3678,282,10.8,30.2,4.7,331,62.1,995601.2,-16.3899669939503,-13.4345722179679,-3.79547908804813,-0.906903882132664,0.831983625414161,1.67337238643763,2.56821733422615,0,1,0
"E18107-S25313",1810604.72119838,-2531217.82268347,"icr049616","Ihassunge",-18.003518,36.817497,10,2780,224,1.4,20.2,4,595,161,996214.4,-16.7854392974752,-13.4004316629852,-7.33388365148819,-3.04528504041498,-1.04982212449868,1.30715704056117,2.51856015482964,0,1,0
